"espacio_cultural_id,provincia_id,localidad_id,observaciones,provincia,localidad,nombre,direccion,codigo_postal,codigo_indicativo_telefono,telefono,mail,web,latitud,longitud,fuente,juridisccion,anio_de_creacion,descripcion_de_patrimonio,anio_de_inauguracion,"
"300388,42,42105030,,La Pampa,General Pico,Museo Regional Maraco,Calle 17 N¡ 560,L6360BAL,2302,421043,,,-35.663726,-63.756706,DNPyM,Municipal,1966,Las colecciones hacen referencia a la fundacion de la ciudad de Gral. Pico sus primeras instituciones la llegada del ferrocarril y la vida municipal. Fotografias mobiliario herramientas vajilla vestimenta instrumentos musicales y utensilios de div,1971,"
"300332,42,42105020,,La Pampa,Dorila,Museo Historico Dorila,Calle 10 esquina 3,L6365XAJ,2302,480101,,,-35.778659,-63.716875,DNPyM,Mixta,2011,Museo con historia de familias locales o que han pertenecido a esta localidad. Con variedad de elementos: utensilios de cocina y muebles de cocina fotografias ropa y moblaje de habitacion dormitorio revistas y libros radiosetc. Edificacion del muse,2011,"
"300016,42,42133020,,La Pampa,Alta Italia,Museo Historico Municipal,Aristobulo del Valle 351,L6207AEG,2302,491168,,,-35.333615,-64.119272,DNPyM,Municipal,2003,Objetos vinculados a la historia de la localidad de Alta Italia. Las colecciones proceden predominantemente de donaciones de los pobladores locales o de compras realizadas por el municipio.,2005,"
"300971,42,42056060,,La Pampa,Vertiz,Museo Municipal Del Centenario,Malvinas Argentinas 418 2 _,6365,2302,493039,,,-35.428586,-63.906396,DNPyM,Municipal,2007,Inaugurado el 20 de septiembre de 2007 fecha del centenario de la localidad exhibe objetos de pobladores e instituciones de Vertiz con el objeto de reconstruir la historia del pueblo. Posee una importante coleccion fotografica donde se reflejan las cos,2007,"
"300942,42,42147030,,La Pampa,Trenel,Museo Historico Casa De La Cultura,Leandro Alem 701,L6369BCI,2302,499120,,,-35.696512,-64.135928,DNPyM,Municipal,,El museo exhibe diversas piezas donadas por pobladores locales.,2001,"
"300529,42,42133030,Damian Maisonave La Pampa,La Pampa,Maisonnave,Museo Chacarero La Loma,Lote dos fraccion A seccion 1. Ruta Nac. 188,6212,2331,460182,,,-35.043911,-64.384737,DNPyM,Privada,,El museo homenajea a los antepasados chacareros que labraron las tierras. Exhibe al aire libre elementos representativos de la historia agricola de la zona entre ellos alrededor de 40 maquinas agrarias de la epoca de traccion a sangre como arados ras,,"
"300665,42,42133080,,La Pampa,Realico,Museo Patria Chica De Mohamed Diaz,Gobernador Centeno 1566,L6200AQP,2331,462300,,,-35.037575,-64.246138,DNPyM,Privada,1974,Plateria colonial y moderna. Zoologia arqueologia e historia de la region pampeana. Armas y documentos historicos.,1974,"
"300530,42,42133030,Damian Maisonave La Pampa,La Pampa,Maisonnave,Museo Juan Antonio Cantarella,,,2331,491004,mccantarella@hotmail.com,,-35.04149,-64.385838,DNPyM,Privada,,Coleccion formada por elementos que Juan Antonio Cantarella reunio a traves de los a–os y que son testimonio del pasado de la localidad de Maissonave entre los que figuran relojes candados almanaques con imagenes de Molina Campos y otros recuerdos rep,,"
"300643,42,42126060,,La Pampa,Quetrequ_n,Museo Historico El Almacen,Espa–a y Mohiragi,L6212XAB,2331,493018,,,-35.055394,-64.521042,DNPyM,Municipal,,""El edificio del """"Almacen de Ramos Generales"""" comenzo a funcionar en el a–o 1908 y tuvo gran importancia en el desarrollo de los pueblos ya que era el punto de reunion para que la gente de la zona comercializara sus productos. Fue inaugurado como museo"",2003,,,,,,,,,,,,,,,,,,,,"
"300309,42,42056030,,La Pampa,Coronel Hilario Lagos,Museo Perito Francisco P. Moreno,San Martin n¡ 77,L6228AKC,2331,495049,,,-35.023499,-63.91073,DNPyM,Privada,1974,Las piezas se exhiben en locales comerciales y representan el pasado y presente de los habitantes de Coronel Hilario Lagos y sus actividades en la region.,,"
"300601,42,42126040,,La Pampa,Parera,Museo El Tordillo,Av. San Martin N¡ 434,L6213ALJ,2331,497152,,,-35.147366,-64.501007,DNPyM,Mixta-Privada/Municipal,1969,Museo polifacetico que abarca areas como la numismatica la arqueologica y la historica entre otras. Fosiles petrificados restos de gliptodontes piedras indigenas de uso domestico y de caza armas herramientas agricolas ganaderas e industriales.,2008,"
"300359,42,42133050,,La Pampa,Falucho,Museo Del Centenario,Acceso Ricardo Lavalle 298,6215,2331,499337,,,-35.191432,-64.103902,DNPyM,Municipal,2012,Se exhiben elementos de la vida cotidiana -vajilla maquinas de amasar maquina de hacer manteca e importante cantidad de bordados realizados por la gente de la localidad- elementos caracteristicos de las instituciones locales reproductores de musica,2008,"
"301020,42,42119060,,La Pampa,Villa Mirasol,Museo Regional Rincon De Vida,Avda. San Martin 871,6315,2333,493031,bibmiras@cosypro.com.ar,,-36.074747,-63.88703,DNPyM,Municipal,,Museo pluridisciplinario colecciones de diversas disciplinas del ambito regional que testimonian el origen y evolucion del pueblo y la zona. Planos armas herramientas de trabajo aparatos musicales numismatica y camaras fotograficas e instrumentos p,2000,"
"300333,42,42035020,,La Pampa,Eduardo Castex,Museo Historico Municipal Juan Ricardo Nervi,Rivadavia S/N,6380,,,,,-35.918922,-64.294612,DNPyM,Municipal,,Testimonia el origen y la cotidianeidad de los primeros pobladores de Eduardo Castex.,2002,"
"301039,42,42035060,,La Pampa,Winifreda,Museo De La Comunidad,Av. Roca y Espa–a,6313,2333,497103,,,-36.229598,-64.234903,DNPyM,Municipal,2000,Coleccion de instrumentos liticos de Mapuches y Ranqueles. Herramientas para la agricultura utiles mobiliario fotografias documentos y vestimenta de los antiguos pobladores del lugar.,1996,"
"300558,42,42119030,,La Pampa,Miguel Can_,Museo Colegio Gral. Don Martin Miguel De GŸemes,Belgrano S/N,6331,2333,498046,,,-36.157284,-63.512191,DNPyM,Privada,2001,Museo escolar creado por los alumnos que exhibe y conserva objetos del patrimonio cultural local y zonal. Desde que comenzo sus actividades -2001- se desarrollaron contenidos de casi todas las areas de conocimiento cumpliendo asi una importante funcio,2001,"
"300289,42,42035010,,La Pampa,Conhelo,Museo Agrario Jose A. Gaillaurdou,Estacion del ferrocarril,L6381XAI,2334,482001,,,-36.001818,-64.595944,DNPyM,Municipal,,En los terrenos del ferrocarril se presenta un museo abierto que muestra la tecnologia utilizada para las labores agricolas de la zona.,,"
"300423,42,42133060,,La Pampa,Ingeniero Luiggi,Museo Historico Municipal,9 de Julio S/N - Estacion del ferrocarril,6205,2335,472155,,,-35.386097,-64.468592,DNPyM,Municipal,1999,Objetos que representan la historia de la localidad de Ingeniero Luiggi: vestimenta mobiliario elementos de uso domestico maquinas agricolas de fines del siglo XIX sala con fotografias del pueblo piezas de aborigenes pampeanos.,1999,"
"300346,42,42133040,,La Pampa,Embajador Martini,Museo Municipal Nestor Telleria,Estacion del ferrocarril,,2335,495287,,,-35.387425,-64.282639,DNPyM,Municipal,,Muebles y objetos historicos de los pobladores mobiliario del ferrocarril y obras plasticas de N. Telleria pueden observarse en este museo localizado en la estacion del ferrocarril.,,"
"300032,42,42147010,,La Pampa,Arata,Museo Historico De Arata,Libertad 250,L6385AGF,2335,498052,museoarata@hotmail.com,,-35.637447,-64.355767,DNPyM,Municipal,,""Ubicado en el antiguo almacen de ramos generales """"La Florida"""" su coleccion consta de objetos historicos cedidos por distintas instituciones de la localidad tales como la iglesia el correo y la escuela. Posee un patio al aire libre con carruajes autos"",2005,,,,,,,,,,,,,,,,,,,,"
"300096,42,42098010,,La Pampa,Carro Quemado,Museo Historico Familiar Orgales,Sobre Ruta N_ 105,6319,2338,496012,,,-36.477883,-65.342926,DNPyM,Privada,,Emplazado en un edificio de chapa que funciono como boliche. Pertenece a una familia de la zona y exhibe tanto su forma de edificacion como los objetos que se comercializaban en el mismo.,,"
"300097,42,42098010,,La Pampa,Carro Quemado,Museo Atelier Antonio Ortiz EchagŸe,""Establecimiento """"La Holanda"""""",6319,2338,496038,,,-36.477883,-65.342926,DNPyM,Mixto Provincial y Privado,1940,""Pinturas de Ortiz EchagŸe del periodo 1910 -1940. En 1990 Federico EchagŸe hijo del pintor dono a la provincia el atelier y una parcela de tres hectareas en la estancia """"La Holanda"""" para que funcione el museo. Por voluntad del pintor la mayoria de sus"",1905,,,,,,,,,,,,,,,,,,,,"
"300406,42,42070030,,La Pampa,Guatrach_,Museo Y Archivo Historico,Sarmiento S/N,,2924,492498,andreaverna@yahoo.com.ar,,-37.668687,-63.532756,DNPyM,Municipal,,El edificio fue la primera comisaria de la localidad. Alberga una coleccion heterogenea compuesta por elementos de la vida cotidiana sus instituciones una sala destinada a elementos arqueologicos y otra a una coleccion de paleontologia de aproximadamen,,"
"300426,42,42077050,,La Pampa,Jacinto Arauz,Museo Historico Del Medico Rural Dr. Rene G. Favaloro,Estacion del ferrocarril,8208,2925,493224,,,-38.086033,-63.432217,DNPyM,Municipal,,Elementos pertenecientes a los distintos medicos que trabajaron en Jacinto Arauz. Mobiliario instrumental medico libros. Una sala dedicada al Dr. Rene Favaloro que rememora su trabajo como medico rural en la localidad entre los a–os 1950 y 1961.,2003,"
"300396,42,42077030,,La Pampa,Gral. San Mart’n,Museo Villa Alba,Predio del ferrocarril calle Rivadavia,8206,2925,497220,,,-37.980807,-63.606618,DNPyM,Municipal,,Presenta testimonios relativos a la historia de la localidad de Gral. San Martin tales como maquinas de escribir cajas registradoras fotocopiadoras tocadiscos fotografias y objetos varios instrumentos musicales libros cuadros escudos carruajes,,"
"300395,42,42077030,,La Pampa,Gral. San Mart’n,Museo Aldo Pato Hernando,Pasteur 17,L8206BAA,2925,497244,,,-37.97802,-63.599256,DNPyM,Privada,,El museo debe su nombre al reconocido ciclista Aldo Oscar Hernando campeon juvenil pampeano en la decada de 1950. Su acervo esta compuesto por piezas de coleccion de variada indole como motores motos bicicletas patentes marcas de autos articulos a,,"
"300068,42,42077020,,La Pampa,Bernasconi,Museo Lucio V. Mansilla,Av. San Martin S/N,L8204AFB,2925,499222,,,-37.904348,-63.745111,DNPyM,Privada,1967,Colecciones de minerales de la direccion nacional de minas y geologia de Catamarca. Objetos de antiguos comercios y primeros pobladores. Fotografias de familias pioneras y de la localidad de Bernasconi en sus inicios. Objetos arqueologicos y etnograficos,1968,"
"300270,42,42154030,,La Pampa,Colonia Santa Mar’a,La Casa Museo De Los Abuelos Guinder,San Martin S/N,8214,2952,493024,,,-37.497534,-64.224905,DNPyM,Privada,,Casa museo privada atendida por sus due–os con objetos pertenecientes a la familia de origen aleman,,"
"300642,42,42154050,,La Pampa,Quehu_,Museo Municipal Casa Sarasola,Paseo de la Estacion,,2952,499010,,,-37.121895,-64.515322,DNPyM,Municipal,,En la casa de una antigua familia de la localidad se muestran objetos de sus pobladores.,,"
"300012,42,42070010,,La Pampa,Alpachiri,Museo Historico Municipal De Alpachiri,Ceballos s/n - Estacion de Ferrocarril-,L6309AEA,2953,497102,,,-37.378175,-63.773905,DNPyM,Municipal,,Elementos pertenecientes a antiguos pobladores: ruecas maquinas de coser y de hilar vestimenta mobiliario patentes de rodados chapones identificadores de calles de la localidad objetos religiosos instrumentos musicales elementos de labranza radi,,"
"300559,42,42007030,,La Pampa,Miguel Riglos,Museo Casa Vicente,Av. Belgrano 573,L6301ABF,2953,498163,,,-36.853739,-63.688501,DNPyM,Municipal,,Esta antigua casa de comercio hoy transformada en museo muestra desde la fauna local a elementos utilizados por los pobladores en distintas epocas con representaciones y dioramas maquinas utilizadas para la agricultura y el transporte.,,"
"300669,42,42140005,Centroide por proximidad en Cachirulo La Pampa,La Pampa,Reserva Natural Parque Luro,Museo De Parque Luro El Castillo,Ruta Nacional 35 km 294,6330,2954,15692412,,,-36.904034,-64.279751,DNPyM,Provincial,1975,Los objetos y muebles que se exhiben pertenecieron a los due–os de la casona Pedro Luro y Antonio Maura y son en su mayoria de procedencia Europea. El edificio declarado monumento historico nacional fue sede de las primeras reuniones que lograron la,1980,"
"300933,42,42140020,,La Pampa,Toay,Museo Civico-Militar Toay,Av. 9 de julio y Roque S. Pe–a,L6303AJE,2954,381996,,,-36.673315,-64.378564,DNPyM,Municipal,,Compuesto por dos salas de exposiciones permanentes donde una de ellas permite que la comunidad en general pueda exponer sus colecciones privadas documentos fotografias y objetos. La otra alberga mas de 300 objetos obtenidos mediante donaciones y pres,,"
"300934,42,42140020,,La Pampa,Toay,Casa Museo Olga Orozco,Avda. Reg. 13 de Caballeria N¡ 1102,L6303ACY,2954,381998,,,-36.676268,-64.373601,DNPyM,Mixta Provincial/Municipal,,Museo dedicado a la obra y personalidad de la poeta Olga Orozco. Libros revistas vestimenta objetos varios y archivo personal. Muestras temporarias de artes plasticas.,2007,"
"300887,42,42021020,,La Pampa,Santa Rosa,Museo Provincial De Historia Natural,Quintana 116,L6300ARD,2954,422693,sc_arteslapampa@cpenet.com.ar,www.lapampa.gov.ar/cultura,-36.6189,-64.2927,DNPyM,Provincial,1934,""El patrimonio del museo se compone de colecciones de las ciencias naturales y de las ciencias antropologicas. La """"historia natural"""" de la provincia de la pampa representa al hombre que habito las costas del Rio Colorado hace aproximadamente 8.600 a–os in"",1939,,,,,,,,,,,,,,,,,,,,"
"300888,42,42021020,,La Pampa,Santa Rosa,Museo Provincial De Artes,9 de Julio y Villegas,L6300AUG,2954,427332,sc_arteslapampa@cpenet.com.ar,www.lapampa.gov.ar/cultura,-36.62,-64.2952,DNPyM,Provincial,1988,Creado en 1984 el museo resguarda 490 piezas de artistas argentinos especialmente pampeanos entre pinturas dibujos grabados esculturas ceramicas tapices y fotografias. Obras de todos los estilos y del periodo comprendido entre 1905 hasta la fecha,1988,"
"300885,42,42021020,,La Pampa,Santa Rosa,Museo Historico Legislativo,Corrientes 200,L6300AWD,2954,428351,,,-36.619866,-64.278782,DNPyM,,,Es su mision investigar preservar exhibir y difundir el patrimonio material e inmaterial que refleje la historia de la legislatura de la provincia de La Pampa desde su creacion. Actualmente cuenta con un importante acervo de objetos documentos materi,,"
"300889,42,42021020,,La Pampa,Santa Rosa,Museo Policial Crio General Alberto Dionisio Antonio,Avda. Belgrano Norte 140,L6300EMO,2954,433551,,,-36.618233,-64.276155,DNPyM,Provincial,,Se exhiben objetos de mobiliario armamento documentos equipos de comunicacion y uniformes de los distintos periodos por los que atraveso la policia de La Pampa desde la epoca en que la provincia era territorio nacional hasta la actualidad.,2000,"
"300886,42,42021020,,La Pampa,Santa Rosa,Casa  Museo La Malvinas,Parque recreativo Don Tomas,,2954,436555,,,-36.621938,-64.30511,DNPyM,Municipal,,""La casa del fundador de Santa Rosa construida en 1885 como casco de un establecimiento agropecuario es adquirido por el municipio en 1990 para la creacion del """"Museo de la Ciudad"""" luego de su reconstruccion en 2006 es un museo que expone objetos e imag"",,,,,,,,,,,,,,,,,,,,,"
"300104,42,42056020,,La Pampa,Ceballos,Museo De La Biblioteca Popular Francisco Ceballos,Ruta Provincial N¡ 13 Km 80,6221,2954,473237,,,-35.272157,-63.770872,DNPyM,Privada,1999,El museo es un espacio para la memoria de los antiguos pobladores donde los elementos olvidados encuentran su valor. Tambien exhibe una coleccion de piezas de taxidermia realizadas por el fallecido artista Alejandro Cabrera que muestran la diversidad,2012,"
"300932,42,42140020,,La Pampa,Toay,Museo Historico Teniente General Luis Maria Campos,Av. Peron 8187,6303,2954,498019,,,-36.671551,-64.361829,DNPyM,Nacional,,Este museo historico militar exhibe documentos vestimentas armas e imagenes que narran la trayectoria del regimiento desde sus origenes hasta la actualidad contando con nuevas salas dedicadas a las banderas de guerra historicas y otra referida a la r,,"
"300931,42,42140020,,La Pampa,Toay,Museo Del Regimiento N_ 12,Av. Peron 8187,6303,2954,498253,,,-36.671551,-64.361829,DNPyM,Nacional,,Sala historica donde se exhiben elementos y documentos atesorados desde la creacion de este regimiento hasta la actualidad.,,"
"300266,42,42112020,25 de Mayo La Pampa,La Pampa,Colonia 25 de Mayo,Museo Geominero Don Jose Cholino,Ruta Provincial N_ 4 Parque Industrial,8201,299,4948177,,,-37.769862,-67.711631,DNPyM,Privada,,Muestras de minerales y fosiles de la zona el pais y el mundo algas unicelulares con una antigŸedad de 3.500 millones de a–os procedentes de la Patagonia Argentina pez fosilizado procedente de Italia de 54 millones de a–os de antigŸedad etc.,,"
"300267,42,42119010,,La Pampa,Colonia Bar—n,Museo Colonia Baron,San Martin 345,L6315AFC,2333,476201,,,-36.151608,-63.859309,DNPyM,Municipal,,Resguarda la historia del pueblo a traves de fotografias objetos y documentos. Maquina de hilar hoz prensa para queso cocina plancha a carbon instrumentos musicales numismatica mobiliario de peluqueria y diversos objetos pertenecientes a un almac,1999,"
"300984,46,46112010,Chepes,La Rioja,Villa Chepes,Museo De Los Caudillos Angel Nardillo,9 de Julio Esquina Sarmiento,F5471XBI,3821,420647,,,-31.34116,-66.592516,DNPyM,Municipal,,""Colecciones de hachas de piedra manos de mortero pinturas y armas de guerra. Se exhiben uniformes de Angel V. Pe–aloza -""""El Chacho""""- y de Facundo Quiroga y el juego de living de Joaquin V. Gonzalez."",,,,,,,,,,,,,,,,,,,,,"
"300080,46,46049050,,La Rioja,Campanas,Museo Acnin,Barrio La Plaza,5361,,,,,-28.558525,-67.62641,DNPyM,,,Coleccion arqueologica -culturas Aguada Cienaga e Inca- mineralogia de la zona exhibicion de material historico -documentos cartas vestimenta y otros objetos de los siglos XIX y XX piezas de arte sacro pertenecientes a la Iglesia San Jose de las Ca,1985,"
"300479,46,46014010,,La Rioja,La Rioja,Museo De Ciencias Naturales De La Universidad Nacional De La Rioja,Rene Favaloro y Carlos Saul Menem S/N,5300,3822,457035,,,-29.429754,-66.867288,DNPyM,Nacional,,Material arqueologico y paleontologico a este ultimo corresponden piezas de yacimientos del periodo Triasico de La Rioja con restos fosiles entre los que sobresalen el Riojasaurus Incertus y el Zupaysaurus Rrougieri. En la sala de arqueologia se destac,,"
"300123,46,46021040,,La Rioja,Chuquis,Museo Historico Castro Barros,Felipe Pelanda Lopez S/N,5301,,,,,-28.900478,-66.976501,DNPyM,Provincial,1966,El museo honra la memoria del Procer Pedro Ignacio de Castro Barros presentando objetos personales bibliografia y documentacion historica y rescata la historia de Chuquis a traves de material arqueologico y elementos pertenecientes a sus habitantes.,1974,"
"300480,46,46014010,,La Rioja,La Rioja,Museo De Bellas Artes Octavio De La Colina,Pasaje Diaguita 75 Barrio Centro,F5300GLA,3822,433695,,,-29.411937,-66.851822,DNPyM,Municipal,1909,""Se exhiben esculturas locales nacionales y extranjeras de distintas escuelas y epocas. La coleccion original del museo se formo con las obras que participaron del primer Salon de Artes """"Joaquin V. Gonzalez"""". Ademas de los artistas riojanos participaron"",1965,,,,,,,,,,,,,,,,,,,,"
"300481,46,46014010,,La Rioja,La Rioja,Museo Folklorico,Pelagio B. Luna 811,F5300EBQ,3822,428500,,,-29.4125,-66.8596,DNPyM,Provincial,1973,Sus colecciones representan las tradiciones riojanas: la vida cotidiana la religion y la mitologia regional. Cuenta con seis salas de exposicion: sala capilla sala dormitorio sala cocina sala bodega sala de la mitologia y sala de plateria. Se exhibe,1973,"
"300482,46,46014010,,La Rioja,La Rioja,Museo Arqueologico Regional Inca Huasi,Juan Bautista Alberdi 650,F5300EFN,3822,427310,,,-29.4099,-66.8577,DNPyM,Privada,1926,Arqueologia de las culturas Belen Cienaga Aguada y Santa Maria. Piezas ejemplares de las culturas Calchaqui Condor-Huasi y Candelaria. Peque–as colecciones de culturas de origen Peruano: Mochica Chimu y Nazca.,1949,"
"300483,46,46014010,,La Rioja,La Rioja,Museo De Arte Sacro,Peladio V. Luna 790,F5300EBP,3822,453335,,,-29.4125,-66.8593,DNPyM,Provincial,1980,Pintura Cuzque–a del a–o 1700 imagineria de Europa y Latinoamerica misales trabajos en metal y madera ornamentos de culto y sacerdotales como casullas dalmaticas estolas y manipulos misales de los a–os 1682 1768 y 1826 y biblias ilustradas del a,1982,"
"301026,46,46126010,,La Rioja,Villa Sanagasta,Museo Rio De Piedra,Ruta Nacional 75 Km 18,5301,3822,433410,,,-29.275842,-67.037949,DNPyM,Privada,,Su objetivo fundamental es el rescate difusion y conservacion de la cultura regional. En sus salas se exhiben elementos de la epoca preceramica y formativa objetos utilitarios de la epoca colonial y ceramica indigena.,,"
"301027,46,46126010,,La Rioja,Villa Sanagasta,Museo Municipal,Carlos Alvarez 348,5301,3822,492055,,,-29.284609,-67.021226,DNPyM,,,Funciona en la Casa de la Cultura posee dos salas donde se exhiben piezas arqueologicas etnograficas y artesanales.,,"
"300360,46,46049070,,La Rioja,Famatina,Museo Municipal De Famatina,Juan Facundo Quiroga S/N,5365,3825,493340,,,-28.931597,-67.520731,DNPyM,Municipal,,Funciona en la Casa de la Cultura cuyo edificio de la epoca colonial fue adquirido por la municipalidad para ese fin. Se exhiben entre otras piezas valiosas tres Menhires asi como objetos de madera bateas morteros y cantaros de ceramica. Se reali,,"
"301025,46,46098020,Villa San Jose de Vinchina La Rioja,La Rioja,Villa San Jos_,Museo Profesor Osman Paez,Carlos Saul Menem S/N,F5359XAN,3825,15453572,,,-28.78221,-68.205995,DNPyM,Municipal,1977,Se exhiben elementos indigenas y artesanias donadas por familias de la zona. Se pueden apreciar ceramicas de la cultura Aguada. Tambien huellas fosilizadas de la Cuesta de la Troya.,,"
"300610,46,46049090,,La Rioja,Pituil,Museo Arqueologico,Calle Santo Domingo S/N,5361,3825,484029,,,-28.584012,-67.450811,DNPyM,Privada,,Elementos de ceramica y piedra de las culturas Aguada Sanagasta Belen y Cienaga de distintos yacimientos arqueologicos de la zona.,,"
"300112,46,46035010,,La Rioja,Chamical,Museo Municipal Prof. Rolando Hugo Reales,Antigua Estacion de Ferrocarril 25 de Mayo S/N,5380,3826,15403551,,,-30.379761,-66.324031,DNPyM,Municipal,2004,Coleccion de artefactos arqueologicos aborigenes del departamento Chamical y de la region sur o llanos de la provincia de La Rioja. Tambien se exhiben elementos cotidianos fotografias de yacimientos y de sitios arqueologicos de la region. El edificio da,2004,"
"300531,46,46070010,,La Rioja,Malanz‡n,Museo Arqueologico Virgen De Copacabana,Av. De Los Caudillos S/N,5389,3826,490450,,,-30.818,-66.619471,DNPyM,Privada,,Se exhiben mas de 1000 piezas entre las que se incluyen: collares ceramicas material litico fosiles vegetales morteros y urnas funerarias.,,"
"300006,46,46007010,,La Rioja,Aimogasta,Museo Regional,Luis Manzueto de Fuentes y 25 de Mayo,5310,3827,420115,,,-28.571441,-66.814127,DNPyM,Municipal,,Museo creado por el Club de Ciencias de Aimogasta en 1971. En su interior hay piezas regionales de arqueologia biologia tejeduria artesanias e imaginaria popular.,,"
"300527,50,50070060,,Mendoza,Maipœ,Museo Municipal Kakel Huincul,Belgrano 349,B7160AIG,2268,430152,culturamaipu@infovia.com.ar,,-36.863451,-57.885064,DNPyM,Municipal,1976,Fotografias documentosmonedas armas imagineria objetos religiosos liticos y otros elementos relacionados con Maipu desde 1860 a 1960 aproximadamente.,2005,"
"300429,50,50035020,,Mendoza,Jun’n,Museo Historico De Junin,Newbwry y Quintana,6000,2362,431387,cultura@junin.gov.ar,,-34.5846,-60.9475,DNPyM,Municipal,,Objetos historicos que revelan la vida y crecimiento de la ciudad. La coleccion paleontologica corresponde a restos de megafauna Pampeana.,2003,"
"300428,50,50035020,,Mendoza,Jun’n,Museo Municipal De Arte Angel Maria De Rosa,Roque Saenz Pe–a 141,6000,2362,443047,cultura@junin.gov.ar,,-34.5906,-60.9464,DNPyM,Municipal,1905,Esculturas pinturas dibujos grabados fotografias y afiches de artistas contemporaneos: Pio Collivadino Quinquela Martin Lola Frexas etc.,1948,"
"300007,50,50056110,Centroide por proximidad en Ingeniero Gustavo Andre Mendoza,Mendoza,al Norte de Ingeniero Gustavo Andre,Museo De Las Lagunas Del Rosario,Pueblo de Asuncion (Construccion Anexa a La Capilla Vieja),5533,261,155727044,,,-32.137663,-68.180282,DNPyM,,,El museo fue creado como resultado del proyecto de puesta en valor del Monumento Historico Nacional Capilla del Rosario y su entorno. En el se concentra parte del patrimonio cultural de la comunidad. Posee una recreacion a escala real del ambiente del mo,,"
"300117,50,50091020,,Mendoza,Chilecito,Museo De Chilecito Molino San Francisco,Jamin Ocampo 50,F5360DOB,,,,,-29.167729,-67.503343,DNPyM,Privada,1972,Arqueologia Diaguita Calchaqui e Inca. Minerales y fosiles de la zona. objetos historicos religiosos y folkloricos de la region. Oleos de artistas locales. Grabados de artistas locales e internacionales.,1977,"
"300546,50,50007010,,Mendoza,Mendoza,Museo De La Facultad De Filosofia Y Letras Prof. Salvador Canals Frau,Facultad de Filosofia y Letras 1¡ Subsuelo Centro Universitario Parque Gral. San Martin Uncuyo,5500,261,4135004,,,-32.888085,-68.878943,DNPyM,Nacional,,Posee importantes colecciones de arqueologia y folklore. Estan representadas las culturas preceramicas y agroalfareras -principalmente de nuestro pais. Expone el ajuar de la momia del Cerro Aconcagua. Completan la exposicion materiales etnograficos del n,,"
"300109,50,50063090,Codigo en Lujan de Cuyo,Mendoza,Chacras de Coria,Coleccion Entomologica Catedra De Zoologia Agricola - Uncuyo,Almirante Brown 500,M5528AHA,261,4135010,,,-33.0054,-68.8772,DNPyM,Nacional,,Coleccion entomologica organizada por ordenes familias y especies de la clase insecta constituida por 400 cajas entomologicas con 1.120 especies clasificadas.,,"
"300126,50,50007010,,Mendoza,Ciudad,Museo Profesor Lorca,Boulogne Sur Mer 2136,M5500CAW,261,4234400,,,-32.87511,-68.859059,DNPyM,Nacional,1977,Museo de Ciencias Naturales inaugurado en el a–o 1994 obra del profesor y taxidermista Don Jose Lorca. Cuenta con mas de 900 especimenes y se pueden apreciar los tres tipos de flora y fauna que existen en la baja media y alta monta–a.,2004,"
"300551,50,50007010,,Mendoza,Mendoza,Museo Del Pasado Cuyano Dr. Edmundo Correas,Montevideo 544,M5500GGL,261,4236031,juntamendoza@hotmail.com.ar,,-32.8915,-68.8471,DNPyM,Privada,1961,Cuenta con una importante pinacoteca de temas historicos y retratos una coleccion de armas de la epoca de la independencia y de las guerras civiles coleccion de medallas y monedas muebles antiguos que pertenecieron a familias mendocinas y un retablo e,1967,"
"300553,50,50007010,,Mendoza,Mendoza,Museo Del Area Fundacional,Plaza Pedro Castillo entre Alberdi y Beltran,5500,261,4256927,museofun@nysnet.com.ar,,-32.8796,-68.8294,DNPyM,Municipal,,Museo arqueologico de sitio en el cual se exhiben ruinas del antiguo Cabildo de Mendoza -destruido por el terremoto de 1861- y del matadero municipal de fines de siglo XIX. Tambien posee una coleccion de objetos prehispanicos coloniales y del siglo XIX,1993,"
"300548,50,50007010,,Mendoza,Mendoza,Museo Municipal De Arte Moderno,Plaza Independencia Subsuelo,5500,261,4257279,,,-32.890218,-68.844838,DNPyM,Municipal,,La coleccion inicial se formo gracias a una donacion del Fondo Nacional de las Artes. Hector Nieto y sus alumnos de la Universidad Nacional de Cuyo inician la coleccion de esculturas. A traves de los a–os el museo se ha ampliado con importantes obras d,1971,"
"300547,50,50007010,,Mendoza,Mendoza,Museo Historico General San Martin,Remedios Escalada de San Martin 1843,M5500ADC,261,4257947,museohistoricogeneralsanmartin@hotmail.com,,-32.8818,-68.837,DNPyM,Privada,1955,Reliquias y documentos pertenecientes al Gral. Jose de San Martin. Armas y uniformes del Ejercito Libertador y de la Campa–a al Desierto. Galeria de personajes y damas mendocinas y una sala dedicada a los gobernadores de Mendoza. Muebles fotografias im,,"
"300086,50,50007010,,Mendoza,Capital,Museo De Ciencias Naturales Jose Lorca,Avda. San Francisco de Asis S/N Parque San Martin,5500,261,4285889,liceoagricola@hotmail.com,,-32.8974,-68.8802,DNPyM,Nacional,,Historia natural de la region. La coleccion zoologica supera las 1.230 piezas y tiene una representatividad del 50 % de la fauna de la provincia 251 piezas en el area botanica cerca de 850 piezas mineralogicas y paleontologicas y alrededor de 100 piez,,"
